File,Label
1792802462122435580_malware_trickbot.pcap,malware_trickbot
16994357282693213201_malware_minertrojan.pcap,malware_minertrojan
4616542322707705788_malware_htbot.pcap,malware_htbot
12824055358853111557_benign_benign.pcap,benign_benign
14475686316297179801_malware_ursnif.pcap,malware_ursnif
10311935605525460311_malware_adload.pcap,malware_adload
9751878337396894639_malware_emotet.pcap,malware_emotet
3115604480243854142_malware_magichound.pcap,malware_magichound
11033274779665202688_malware_trickster.pcap,malware_trickster
18203716830379146520_malware_trickster.pcap,malware_trickster
8475180549968213180_malware_magichound.pcap,malware_magichound
14298539314899152498_malware_magichound.pcap,malware_magichound
15441283878578388759_malware_trickbot.pcap,malware_trickbot
12529020055843939793_malware_emotet.pcap,malware_emotet
9558650948479248138_malware_ursnif.pcap,malware_ursnif
11362851710857315513_malware_magichound.pcap,malware_magichound
107404045014547745_malware_tinba.pcap,malware_tinba
13329644110964748680_malware_trickbot.pcap,malware_trickbot
4459307987799259221_malware_trickster.pcap,malware_trickster
3824029819652716846_malware_trickster.pcap,malware_trickster
13674488127976147737_malware_magichound.pcap,malware_magichound
110587401245252559_malware_trickbot.pcap,malware_trickbot
7020560494481233547_benign_benign.pcap,benign_benign
1696039470949699852_malware_trickbot.pcap,malware_trickbot
4411225995101704344_malware_trickster.pcap,malware_trickster
5999006705747684249_benign_benign.pcap,benign_benign
12438846306975371436_malware_emotet.pcap,malware_emotet
12162184906444337231_malware_htbot.pcap,malware_htbot
2001651908794662819_malware_trickster.pcap,malware_trickster
16200411209581372283_malware_emotet.pcap,malware_emotet
13217101861374935924_malware_emotet.pcap,malware_emotet
2881562404830547471_benign_benign.pcap,benign_benign
14692112113847733004_malware_trickbot.pcap,malware_trickbot
11751551090696113120_malware_htbot.pcap,malware_htbot
12646269093720497738_malware_trickster.pcap,malware_trickster
1614311795916022014_malware_adload.pcap,malware_adload
11886871519383339036_malware_trickster.pcap,malware_trickster
2066112540789197797_malware_emotet.pcap,malware_emotet
7161703177129183998_malware_magichound.pcap,malware_magichound
9768673804908785763_malware_emotet.pcap,malware_emotet
13260444273487994069_malware_adload.pcap,malware_adload
18249539541305455184_malware_trickster.pcap,malware_trickster
14222626355940746755_malware_dridex.pcap,malware_dridex
17845470669187898459_malware_downware.pcap,malware_downware
11880049687177626568_malware_trickster.pcap,malware_trickster
17389274084593319209_benign_benign.pcap,benign_benign
15013011438454464937_malware_trickbot.pcap,malware_trickbot
3009249661841304007_malware_minertrojan.pcap,malware_minertrojan
13119198673255597757_bengin_benign.pcap,bengin_benign
958335124166344186_benign_benign.pcap,benign_benign
16282658101145964293_benign_benign.pcap,benign_benign
138529222242793865_malware_magichound.pcap,malware_magichound
18182883629129260314_benign_benign.pcap,benign_benign
4238252783146934346_malware_trickster.pcap,malware_trickster
16033066358750953392_benign_benign.pcap,benign_benign
5047033849246561988_malware_trickster.pcap,malware_trickster
2572792037757851163_malware_trickster.pcap,malware_trickster
10274592175029586399_malware_htbot.pcap,malware_htbot
9715694871187551394_benign_benign.pcap,benign_benign
9027090031560537840_malware_adload.pcap,malware_adload
10446044865233349327_malware_trickbot.pcap,malware_trickbot
8574366575472548934_malware_emotet.pcap,malware_emotet
12302615000832659155_benign_benign.pcap,benign_benign
1100458833317021892_malware_cobalt.pcap,malware_cobalt
1520787070937620540_benign_benign.pcap,benign_benign
9448053296822482238_malware_downware.pcap,malware_downware
1628319988168947411_malware_emotet.pcap,malware_emotet
1608601697999748458_bengin_benign.pcap,bengin_benign
14193389807851640934_benign_benign.pcap,benign_benign
3631216933649524501_malware_tinba.pcap,malware_tinba
710460183279650431_malware_emotet.pcap,malware_emotet
2626868088999199908_malware_trickster.pcap,malware_trickster
17707372128363347118_malware_ccleaner.pcap,malware_ccleaner
2370902758565891573_malware_ccleaner.pcap,malware_ccleaner
12224437079434890210_malware_trickster.pcap,malware_trickster
5123229802056049640_malware_pua.pcap,malware_pua
16001198535318222324_bengin_benign.pcap,bengin_benign
15105201606468305746_malware_downware.pcap,malware_downware
17879950910108008779_malware_htbot.pcap,malware_htbot
13377140958201562789_malware_adload.pcap,malware_adload
17230490496288924073_malware_emotet.pcap,malware_emotet
11619692287336132353_malware_emotet.pcap,malware_emotet
15331631987345565093_malware_cobalt.pcap,malware_cobalt
13158814302416410514_malware_emotet.pcap,malware_emotet
1798492449581251776_bengin_benign.pcap,bengin_benign
8613750950594201552_malware_trickbot.pcap,malware_trickbot
12522934902910547696_bengin_benign.pcap,bengin_benign
11439764479618028956_malware_trickster.pcap,malware_trickster
9930891962582755123_malware_trickster.pcap,malware_trickster
4023153724882851504_malware_htbot.pcap,malware_htbot
3810044212836753662_bengin_benign.pcap,bengin_benign
14697488589720051044_malware_adload.pcap,malware_adload
15070457191240243382_malware_htbot.pcap,malware_htbot
10472024264954327458_bengin_benign.pcap,bengin_benign
14026124740272290619_malware_trickster.pcap,malware_trickster
7989854638023245738_benign_benign.pcap,benign_benign
7001533109425675567_malware_trickbot.pcap,malware_trickbot
7067541832883661625_malware_emotet.pcap,malware_emotet
15633620560372204452_bengin_benign.pcap,bengin_benign
370122882465482867_bengin_benign.pcap,bengin_benign
471782497919806302_malware_trickster.pcap,malware_trickster
7941692870104755097_malware_emotet.pcap,malware_emotet
4424496753875195057_malware_trickbot.pcap,malware_trickbot
12919312280593125484_malware_minertrojan.pcap,malware_minertrojan
4984374174871615845_benign_benign.pcap,benign_benign
9073927888190378569_malware_trickbot.pcap,malware_trickbot
1620998369766876673_benign_benign.pcap,benign_benign
16531093601461998922_malware_emotet.pcap,malware_emotet
12973666792139662503_malware_trickster.pcap,malware_trickster
9073994371220127105_malware_htbot.pcap,malware_htbot
17017544820791259474_malware_trickster.pcap,malware_trickster
16088641099651422993_malware_trickster.pcap,malware_trickster
14676838680203182441_malware_artemis.pcap,malware_artemis
10824610999760649278_malware_downware.pcap,malware_downware
7566545755415509219_bengin_benign.pcap,bengin_benign
15850920653140448938_malware_magichound.pcap,malware_magichound
3754012818483696676_malware_tinba.pcap,malware_tinba
2921143855968259346_malware_trickster.pcap,malware_trickster
18099237261697152542_malware_artemis.pcap,malware_artemis
17729928902237512335_malware_tinba.pcap,malware_tinba
8788484271518781502_benign_benign7.pcap,benign_benign7
17099984840199370121_malware_tinba.pcap,malware_tinba
3582803088157903923_malware_emotet.pcap,malware_emotet
1320095127161317029_benign_benign.pcap,benign_benign
2539169983613695548_benign_benign.pcap,benign_benign
7474844834434274512_malware_trickster.pcap,malware_trickster
621467288616275796_malware_magichound.pcap,malware_magichound
12824055183152293719_benign_benign.pcap,benign_benign
4823295478593711001_malware_magichound.pcap,malware_magichound
14237128083175321798_malware_ccleaner.pcap,malware_ccleaner
14732760365108904288_malware_htbot.pcap,malware_htbot
8709190202534297207_malware_ramnit.pcap,malware_ramnit
7146932998728989703_malware_emotet.pcap,malware_emotet
17926179629445381130_benign_benign7.pcap,benign_benign7
11705912079510824111_malware_downware.pcap,malware_downware
14581563688157726440_malware_ursnif.pcap,malware_ursnif
13121747533811580979_malware_tinba.pcap,malware_tinba
2184446310476487424_malware_magichound.pcap,malware_magichound
14832877297954360190_malware_trickster.pcap,malware_trickster
647155788048876112_benign_benign.pcap,benign_benign
5900341218516419507_malware_emotet.pcap,malware_emotet
3585463260105642864_malware_tinba.pcap,malware_tinba
7932473649833311588_benign_benign.pcap,benign_benign
6335587027787846181_malware_emotet.pcap,malware_emotet
16524142773605489076_benign_benign.pcap,benign_benign
5526999189407220899_malware_emotet.pcap,malware_emotet
18442663855878239423_benign_benign.pcap,benign_benign
10134960327314814634_malware_htbot.pcap,malware_htbot
17026985245828751374_malware_trickbot.pcap,malware_trickbot
9096605537537163490_malware_htbot.pcap,malware_htbot
11296112836348069745_malware_emotet.pcap,malware_emotet
1905918550736393742_malware_trickster.pcap,malware_trickster
11032790787363656937_malware_ccleaner.pcap,malware_ccleaner
5778840709167350334_malware_adload.pcap,malware_adload
2820363571886984424_benign_benign.pcap,benign_benign
9643650786190786319_malware_htbot.pcap,malware_htbot
15136747705807351287_benign_benign.pcap,benign_benign
16913817892661171648_malware_artemis.pcap,malware_artemis
5712229343954826295_malware_trickster.pcap,malware_trickster
7916723087367034345_bengin_benign.pcap,bengin_benign
4391440381903327717_bengin_benign.pcap,bengin_benign
11318616076855177096_benign_benign.pcap,benign_benign
16223488370386407818_benign_benign.pcap,benign_benign
7821707013865817272_malware_trickbot.pcap,malware_trickbot
13446237245100848899_malware_emotet.pcap,malware_emotet
1719171454466278869_benign_benign.pcap,benign_benign
8178637325199064600_malware_magichound.pcap,malware_magichound
4884387614266704177_malware_trickster.pcap,malware_trickster
6730478876699743520_malware_tinba.pcap,malware_tinba
12302910343446764095_malware_magichound.pcap,malware_magichound
6207123551904864534_malware_artemis.pcap,malware_artemis
2786689070585633363_malware_downware.pcap,malware_downware
14378418817495028342_malware_trickster.pcap,malware_trickster
13591587612335145649_malware_trickster.pcap,malware_trickster
10913385176212746781_malware_trickster.pcap,malware_trickster
5013652201100985478_malware_htbot.pcap,malware_htbot
10018636962461138960_malware_trickbot.pcap,malware_trickbot
11722749901357958161_malware_trickbot.pcap,malware_trickbot
1391131743908699702_benign_benign.pcap,benign_benign
4764537830812878438_malware_ccleaner.pcap,malware_ccleaner
13286699767693230856_malware_trickster.pcap,malware_trickster
6305945050034107770_bengin_benign.pcap,bengin_benign
6692801058219154613_malware_trickbot.pcap,malware_trickbot
6335274653178943736_malware_magichound.pcap,malware_magichound
13671919909893242819_malware_tinba.pcap,malware_tinba
939669826712752829_benign_benign.pcap,benign_benign
7894882840850383943_malware_trickbot.pcap,malware_trickbot
11541807438922583649_malware_magichound.pcap,malware_magichound
16865964455878681809_bengin_benign.pcap,bengin_benign
14997553247153556427_malware_ursnif.pcap,malware_ursnif
11749776739154916571_malware_magichound.pcap,malware_magichound
9800487704267999442_benign_benign.pcap,benign_benign
14272547502235466396_malware_htbot.pcap,malware_htbot
17328830342200202681_benign_benign.pcap,benign_benign
18099937137867574103_malware_magichound.pcap,malware_magichound
2149220271349396816_malware_trickbot.pcap,malware_trickbot
10331784154489609480_malware_dridex.pcap,malware_dridex
2685689052677284846_malware_tinba.pcap,malware_tinba
6295238257796682125_benign_benign.pcap,benign_benign
11142975384670330688_malware_ccleaner.pcap,malware_ccleaner
18250388045413812116_malware_magichound.pcap,malware_magichound
11364881325363160070_malware_trickster.pcap,malware_trickster
12401287462052445530_malware_magichound.pcap,malware_magichound
5453307952614339128_malware_pua.pcap,malware_pua
14932540388521667769_malware_adload.pcap,malware_adload
218837376507671948_malware_adload.pcap,malware_adload
17069576680788892143_malware_pua.pcap,malware_pua
4972093677469989915_malware_htbot.pcap,malware_htbot
16008314573611249153_malware_emotet.pcap,malware_emotet
14593417920746334121_malware_htbot.pcap,malware_htbot
15828234084274307886_benign_benign.pcap,benign_benign
10751880724301147800_malware_htbot.pcap,malware_htbot
12185890773203334855_malware_magichound.pcap,malware_magichound
14930532998854948867_malware_emotet.pcap,malware_emotet
10135909477933390876_malware_htbot.pcap,malware_htbot
15043697582282079278_benign_benign.pcap,benign_benign
1553730759573943092_bengin_benign.pcap,bengin_benign
13347681934350936152_malware_cobalt.pcap,malware_cobalt
1791269196565203793_malware_magichound.pcap,malware_magichound
5317019268015162335_benign_benign.pcap,benign_benign
13867557376167195201_malware_emotet.pcap,malware_emotet
6536541888507690533_malware_emotet.pcap,malware_emotet
17757343334479418377_malware_trickster.pcap,malware_trickster
10737953483909852044_benign_benign.pcap,benign_benign
1716757521237829279_malware_bitcoinminer.pcap,malware_bitcoinminer
887591807042205242_malware_ccleaner.pcap,malware_ccleaner
14553862791175282849_malware_htbot.pcap,malware_htbot
10576307466653894718_malware_trickbot.pcap,malware_trickbot
11755687440681750110_benign_benign.pcap,benign_benign
15384072716322083077_malware_trickster.pcap,malware_trickster
17396368674244692037_malware_trickster.pcap,malware_trickster
8585327405250891153_malware_htbot.pcap,malware_htbot
6782575089609238838_malware_cobalt.pcap,malware_cobalt
10767079889566554551_benign_benign.pcap,benign_benign
6498126984200950648_malware_pua.pcap,malware_pua
621744326123146481_malware_downware.pcap,malware_downware
15894992242240163463_malware_emotet.pcap,malware_emotet
9415513614124448719_malware_emotet.pcap,malware_emotet
16578745415835356802_malware_dridex.pcap,malware_dridex
1377659154396729391_malware_emotet.pcap,malware_emotet
7167780486266555752_malware_trickster.pcap,malware_trickster
8092718050763654184_malware_trickster.pcap,malware_trickster
16021818970988340851_malware_dridex.pcap,malware_dridex
2573599338943723403_malware_trickster.pcap,malware_trickster
10449542120393303261_bengin_benign.pcap,bengin_benign
8796096608948572427_benign_benign.pcap,benign_benign
6769090511868033450_malware_tinba.pcap,malware_tinba
15579984100458237561_malware_trickster.pcap,malware_trickster
18151030607735935761_malware_adload.pcap,malware_adload
13568463690215962511_malware_trickbot.pcap,malware_trickbot
9841146472741054584_malware_htbot.pcap,malware_htbot
10000757661272230935_malware_trickster.pcap,malware_trickster
13267064763865939371_malware_htbot.pcap,malware_htbot
6989261936539014877_bengin_benign.pcap,bengin_benign
13472191675229593716_bengin_benign.pcap,bengin_benign
2576985333994718319_malware_trickster.pcap,malware_trickster
11873187832345142504_malware_magichound.pcap,malware_magichound
11528370760040484550_malware_trojandownloader.pcap,malware_trojandownloader
2713314572350094971_benign_benign.pcap,benign_benign
8456220389187235795_malware_trickster.pcap,malware_trickster
8383576239875911082_malware_trickbot.pcap,malware_trickbot
8214624382099196318_malware_magichound.pcap,malware_magichound
12508918169191453356_malware_tinba.pcap,malware_tinba
17152802920574964593_malware_bitcoinminer.pcap,malware_bitcoinminer
6540330219199459991_benign_benign.pcap,benign_benign
8357008620135921926_malware_trickster.pcap,malware_trickster
17113747273687555872_benign_benign.pcap,benign_benign
1299722967479369651_malware_tinba.pcap,malware_tinba
9876538746647302559_malware_adload.pcap,malware_adload
18217812658412780238_malware_trickbot.pcap,malware_trickbot
7242095516956677937_malware_ccleaner.pcap,malware_ccleaner
2868367439151484394_benign_benign.pcap,benign_benign
13686838277911869269_malware_magichound.pcap,malware_magichound
12408489204623695963_malware_trickster.pcap,malware_trickster
14304139284409036116_malware_trickster.pcap,malware_trickster
4903747414785622057_malware_trickster.pcap,malware_trickster
6624745219777249836_malware_trickster.pcap,malware_trickster
8367089698671078043_malware_trickbot.pcap,malware_trickbot
6888148122559672248_malware_trickster.pcap,malware_trickster
14306607072604012441_malware_emotet.pcap,malware_emotet
10122555437194003119_benign_benign.pcap,benign_benign
17169054524157379576_malware_htbot.pcap,malware_htbot
17107875543911281391_malware_magichound.pcap,malware_magichound
14668440441366167824_malware_emotet.pcap,malware_emotet
17894213254271871128_malware_emotet.pcap,malware_emotet
16701351597214076754_malware_pua.pcap,malware_pua
11034585160426280994_malware_pua.pcap,malware_pua
10882717855753196573_malware_trickbot.pcap,malware_trickbot
3998022746193410965_malware_dridex.pcap,malware_dridex
11255131471825935957_malware_ursnif.pcap,malware_ursnif
6330719849159827413_benign_benign.pcap,benign_benign
17271159107698885765_malware_emotet.pcap,malware_emotet
3610127063092907440_malware_magichound.pcap,malware_magichound
9649726087592472306_malware_htbot.pcap,malware_htbot
14472565768583695857_malware_adload.pcap,malware_adload
7514417516524599478_malware_htbot.pcap,malware_htbot
2573440628544451337_benign_benign.pcap,benign_benign
15516538782503853255_malware_trickster.pcap,malware_trickster
16571938232848965215_malware_tinba.pcap,malware_tinba
14876884106463906759_malware_downware.pcap,malware_downware
14053797432907732410_malware_trojandownloader.pcap,malware_trojandownloader
4224008527069471339_malware_trickbot.pcap,malware_trickbot
18063808141369164322_bengin_benign.pcap,bengin_benign
14059619927578309264_malware_emotet.pcap,malware_emotet
1504147334987147062_malware_emotet.pcap,malware_emotet
16493226771177789587_benign_benign.pcap,benign_benign
805850595008828273_malware_tinba.pcap,malware_tinba
18018171987061743682_malware_trickster.pcap,malware_trickster
3217405496842500860_malware_trickbot.pcap,malware_trickbot
1889406546316188493_benign_benign.pcap,benign_benign
16310964045548913443_malware_emotet.pcap,malware_emotet
2569611589757883998_benign_benign.pcap,benign_benign
2863473899735849782_malware_magichound.pcap,malware_magichound
11213162385892967457_malware_emotet.pcap,malware_emotet
9625300231928428173_malware_trojandownloader.pcap,malware_trojandownloader
1411734592735502981_malware_emotet.pcap,malware_emotet
12030842160400468734_benign_benign.pcap,benign_benign
3980808733870732841_benign_benign.pcap,benign_benign
8077177016731050436_malware_adload.pcap,malware_adload
1548878981832347186_malware_ursnif.pcap,malware_ursnif
15538593835222282795_malware_ursnif.pcap,malware_ursnif
6053252942414014126_malware_tinba.pcap,malware_tinba
11558588640682559201_malware_emotet.pcap,malware_emotet
4534738409172724711_benign_benign.pcap,benign_benign
17336082215067011539_malware_emotet.pcap,malware_emotet
12749464142590383072_bengin_benign.pcap,bengin_benign
3039604757070620909_benign_benign.pcap,benign_benign
4210756939413580682_benign_benign.pcap,benign_benign
13319243016441315359_malware_emotet.pcap,malware_emotet
13601115978152680355_malware_dridex.pcap,malware_dridex
16310904600823170807_malware_artemis.pcap,malware_artemis
8979488657698787303_malware_magichound.pcap,malware_magichound
445631894733951201_malware_htbot.pcap,malware_htbot
9867009424086124396_malware_htbot.pcap,malware_htbot
14839858720124801170_malware_artemis.pcap,malware_artemis
8165371378891081185_malware_trickbot.pcap,malware_trickbot
15466543070547965755_malware_htbot.pcap,malware_htbot
16101438073501929945_malware_emotet.pcap,malware_emotet
764102467971572252_malware_emotet.pcap,malware_emotet
7994831121080863011_malware_htbot.pcap,malware_htbot
671842863219026770_benign_benign.pcap,benign_benign
18082991745872940458_malware_trickster.pcap,malware_trickster
10726747720521303227_malware_htbot.pcap,malware_htbot
1506742890926758548_malware_emotet.pcap,malware_emotet
14976908923611718411_malware_trickster.pcap,malware_trickster
5820825193591348676_malware_artemis.pcap,malware_artemis
24238683140444585_malware_emotet.pcap,malware_emotet
5399574277969424057_malware_trickster.pcap,malware_trickster
5279360012795263732_benign_benign.pcap,benign_benign
10429816836863774323_malware_tinba.pcap,malware_tinba
14408221711222317271_malware_htbot.pcap,malware_htbot
12577121969269904438_malware_trickbot.pcap,malware_trickbot
8435185254247143922_malware_htbot.pcap,malware_htbot
4179266493478201556_malware_trickbot.pcap,malware_trickbot
10393194204816488529_malware_ccleaner.pcap,malware_ccleaner
6442690727600889862_benign_benign.pcap,benign_benign
8320951256921536517_malware_ccleaner.pcap,malware_ccleaner
16181985481317723397_malware_emotet.pcap,malware_emotet
11632318548799813176_bengin_benign.pcap,bengin_benign
12247089495090654920_benign_benign.pcap,benign_benign
6881105170600665796_malware_trickbot.pcap,malware_trickbot
5425651266452668420_malware_htbot.pcap,malware_htbot
16261397844372946242_benign_benign.pcap,benign_benign
567133082582729401_malware_trickster.pcap,malware_trickster
13434070929482440111_malware_adload.pcap,malware_adload
10790297238630685391_malware_emotet.pcap,malware_emotet
9226384434284910350_malware_emotet.pcap,malware_emotet
15681939290158212346_malware_emotet.pcap,malware_emotet
16504044583275928241_benign_benign.pcap,benign_benign
1248059428951288400_malware_artemis.pcap,malware_artemis
6137329871781392529_malware_ccleaner.pcap,malware_ccleaner
6995115274679617350_malware_emotet.pcap,malware_emotet
4242289420010981456_malware_trickster.pcap,malware_trickster
1264713986520771637_bengin_benign.pcap,bengin_benign
5927112317115523291_malware_htbot.pcap,malware_htbot
2763101634128256849_malware_magichound.pcap,malware_magichound
13194704269947455140_malware_htbot.pcap,malware_htbot
14598324110419247104_malware_htbot.pcap,malware_htbot
8971247256707654452_malware_dridex.pcap,malware_dridex
14797904822703174447_benign_benign.pcap,benign_benign
7494583174619839180_benign_benign.pcap,benign_benign
9213035361540129308_malware_htbot.pcap,malware_htbot
15665646855665031450_bengin_benign.pcap,bengin_benign
8197259614930472397_malware_adload.pcap,malware_adload
149440917171035487_malware_htbot.pcap,malware_htbot
18034623709279272954_malware_adload.pcap,malware_adload
1259738753752652087_malware_htbot.pcap,malware_htbot
15038202516153177554_malware_trickster.pcap,malware_trickster
14555261344552918235_malware_magichound.pcap,malware_magichound
11952884542485929192_malware_trickster.pcap,malware_trickster
15142662789954800725_malware_htbot.pcap,malware_htbot
3039970934903053486_malware_trickster.pcap,malware_trickster
3726295962935033612_bengin_benign.pcap,bengin_benign
4287853794078885258_bengin_benign.pcap,bengin_benign
300168500979165026_benign_benign.pcap,benign_benign
16302732166666846875_malware_trickbot.pcap,malware_trickbot
11844748809355534819_malware_ccleaner.pcap,malware_ccleaner
2217886549569307788_malware_trickster.pcap,malware_trickster
7075774131076777752_malware_adload.pcap,malware_adload
1744983048809107479_malware_trickster.pcap,malware_trickster
5060122464020136988_malware_trickbot.pcap,malware_trickbot
2867482658093580966_malware_htbot.pcap,malware_htbot
16377994989467966955_benign_benign.pcap,benign_benign
18036734299607970901_benign_benign.pcap,benign_benign
11890619525594346414_malware_tinba.pcap,malware_tinba
9423802929722727989_benign_benign.pcap,benign_benign
8336005656711944666_malware_adload.pcap,malware_adload
4657706342876129929_malware_emotet.pcap,malware_emotet
7376487914438023275_bengin_benign.pcap,bengin_benign
7244788501573620269_bengin_benign.pcap,bengin_benign
9404189869495141011_malware_htbot.pcap,malware_htbot
4491232835681031578_bengin_benign.pcap,bengin_benign
8840810131274095685_malware_emotet.pcap,malware_emotet
15378762902083977151_malware_emotet.pcap,malware_emotet
17566433565444124563_malware_trickster.pcap,malware_trickster
12535106355919102405_malware_ccleaner.pcap,malware_ccleaner
7405670717234920112_malware_emotet.pcap,malware_emotet
10187342419294072065_bengin_benign.pcap,bengin_benign
2975693894381570435_malware_emotet.pcap,malware_emotet
13128673031963135473_malware_htbot.pcap,malware_htbot
17945533722580409292_malware_trickster.pcap,malware_trickster
12906027922635068855_malware_emotet.pcap,malware_emotet
1956316030034128689_benign_benign.pcap,benign_benign
3977967523093921452_bengin_benign.pcap,bengin_benign
8602530593438709360_malware_magichound.pcap,malware_magichound
6936439449019756836_benign_benign7.pcap,benign_benign7
7956887442720204507_malware_tinba.pcap,malware_tinba
17440143488618515962_benign_benign.pcap,benign_benign
5591386304226601641_malware_dridex.pcap,malware_dridex
4882452687526226228_malware_tinba.pcap,malware_tinba
9147895260810894343_malware_magichound.pcap,malware_magichound
17868635038774452485_malware_dridex.pcap,malware_dridex
13498823747399763827_malware_tinba.pcap,malware_tinba
3918114568126291305_benign_benign.pcap,benign_benign
6274996598343420212_malware_trickbot.pcap,malware_trickbot
9765135055806584946_malware_dridex.pcap,malware_dridex
5095236505370585137_malware_tinba.pcap,malware_tinba
11548756453329620207_malware_trickster.pcap,malware_trickster
4467964589485870007_malware_magichound.pcap,malware_magichound
7200621601649286530_malware_pua.pcap,malware_pua
4241958701031161688_malware_trickbot.pcap,malware_trickbot
14869187704224459013_malware_htbot.pcap,malware_htbot
9821007455461438871_malware_ursnif.pcap,malware_ursnif
743355973885452525_malware_trickster.pcap,malware_trickster
1222481051973044677_benign_benign.pcap,benign_benign
11959185756867508470_malware_magichound.pcap,malware_magichound
3251150214154568274_bengin_benign.pcap,bengin_benign
6105554858846430830_malware_magichound.pcap,malware_magichound
7045988743626602622_benign_benign.pcap,benign_benign
11327712564620105307_benign_benign.pcap,benign_benign
11398538777665343628_malware_emotet.pcap,malware_emotet
17236294732915302425_malware_emotet.pcap,malware_emotet
11371644612979323733_malware_trickbot.pcap,malware_trickbot
9651056969304828309_malware_trickster.pcap,malware_trickster
15345398797237903539_malware_ccleaner.pcap,malware_ccleaner
9153777408902223830_malware_ccleaner.pcap,malware_ccleaner
7027611232538097283_benign_benign.pcap,benign_benign
2989629770274580233_malware_trickster.pcap,malware_trickster
13539561232701411500_malware_emotet.pcap,malware_emotet
4656558931547956299_benign_benign.pcap,benign_benign
16970513519526314384_malware_adload.pcap,malware_adload
3756839989109762527_malware_pua.pcap,malware_pua
11239841394947005614_malware_emotet.pcap,malware_emotet
4390739801885413825_malware_magichound.pcap,malware_magichound
1483576206392626269_malware_htbot.pcap,malware_htbot
9738248363307693649_malware_bitcoinminer.pcap,malware_bitcoinminer
4569715902011945608_malware_downware.pcap,malware_downware
10785339840368078161_malware_htbot.pcap,malware_htbot
2851351959002995398_malware_htbot.pcap,malware_htbot
6039677332060279_malware_trickster.pcap,malware_trickster
12094385555136960436_malware_emotet.pcap,malware_emotet
8510707173948618279_malware_emotet.pcap,malware_emotet
6179429496053969885_malware_trickster.pcap,malware_trickster
1755595852246790539_benign_benign.pcap,benign_benign
13752035295163193587_benign_benign.pcap,benign_benign
10923316146187347873_malware_trickbot.pcap,malware_trickbot
17462739146029408719_malware_htbot.pcap,malware_htbot
3136732353046951687_malware_trickbot.pcap,malware_trickbot
15669832785706110094_malware_trickster.pcap,malware_trickster
5941717413809190763_malware_ursnif.pcap,malware_ursnif
15977116532841142360_malware_trickster.pcap,malware_trickster
8362884524537681008_benign_benign.pcap,benign_benign
15607592374233184610_benign_benign.pcap,benign_benign
12623372504461219411_malware_trickster.pcap,malware_trickster
2208035197316352541_bengin_benign.pcap,bengin_benign
7959634313394989334_malware_adload.pcap,malware_adload
9824487706463396890_malware_trickbot.pcap,malware_trickbot
10454274752270011925_bengin_benign.pcap,bengin_benign
10277450640047927948_benign_benign.pcap,benign_benign
10175761186078644150_benign_benign.pcap,benign_benign
8948117351506119120_malware_adload.pcap,malware_adload
5877877808797223905_malware_trickbot.pcap,malware_trickbot
7527883789716272877_bengin_benign.pcap,bengin_benign
6581242804019746511_malware_pua.pcap,malware_pua
14640985953841895135_benign_benign.pcap,benign_benign
15505885684301375367_malware_trickster.pcap,malware_trickster
17459355539971035466_malware_emotet.pcap,malware_emotet
10934832583298517767_benign_benign.pcap,benign_benign
